#,LeagueCP,Name,SpeciesID,Moves Set,BEST,DEFAULT,DEFAULT_XS,MAX,b2x,b2d,b2m,x2d,x2m,d2m,RESULT,IV
656,1500,Pikachu (Libre),pikachu_libre,2001-01-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
657,1500,Piloswine,piloswine,2001-01-02,24.5-0-15-10,24-4-12-13,,22-15-15-15,-,-44.00%,-42.00%,-,-,-42.00%,M,22-15-15-15
658,1500,Piloswine (Shadow),piloswine_shadow,2001-01-02,24.5-0-15-10,24-4-12-13,,22-15-15-15,-,-22.00%,-8.00%,-,-,-8.00%,M,22-15-15-15
659,1500,Pineco,pineco,2000-02-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
660,1500,Pineco (Shadow),pineco_shadow,2000-04-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
661,1500,Pinsir,pinsir,2001-01-05,19-0-13-14,18.5-8-12-13,15-8-15-14,17.5-15-15-15,-,1.00%,3.00%,-,-,-16.00%,B,19-0-13-14
662,1500,Pinsir (Shadow),pinsir_shadow,2001-01-06,19-0-13-14,18.5-8-12-13,,17.5-15-15-15,-,-18.00%,-16.00%,-,-,-16.00%,M,17.5-15-15-15
663,1500,Piplup,piplup,2000-02-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
664,1500,Plusle,plusle,2001-04-02,34.5-0-15-14,34-4-13-11,,29.5-15-15-15,-,-53.00%,-52.00%,-,-,-52.00%,M,29.5-15-15-15
665,1500,Politoed,politoed,2001-06-02,23.5-0-15-11,23-5-11-12,,21-15-15-15,-,1.00%,1.00%,-,-,-14.00%,B,23.5-0-15-11
666,1500,Politoed (Shadow),politoed_shadow,2001-06-02,23.5-0-15-11,23-5-11-12,,21-15-15-15,-,-39.00%,-36.00%,-,-,-35.00%,M,21-15-15-15
667,1500,Poliwag,poliwag,2000-01-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
668,1500,Poliwag (Shadow),poliwag_shadow,2000-01-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
669,1500,Poliwhirl,poliwhirl,2001-02-04,49.5-6-15-15,50-7-13-14,,44-15-15-15,-,-19.00%,-15.00%,-,-,1.00%,D,50-7-13-14
670,1500,Poliwhirl (Shadow),poliwhirl_shadow,2001-03-04,49.5-6-15-15,50-7-13-14,,44-15-15-15,-,-27.00%,-24.00%,-,-,-24.00%,M,44-15-15-15
671,1500,Poliwrath,poliwrath,2001-01-03,22-0-14-15,22-4-7-14,,20-15-15-15,-,-5.00%,6.00%,-,-,3.00%,D,22-4-7-14
672,1500,Poliwrath (Shadow),poliwrath_shadow,2001-01-04,22-0-14-15,22-4-7-14,,20-15-15-15,-,-43.00%,-41.00%,-,-,-40.00%,M,20-15-15-15
673,1500,Ponyta,ponyta,2000-02-04,37.5-0-15-14,36.5-5-15-10,,31.5-15-15-15,-,-10.00%,-9.00%,-,-,-9.00%,M,31.5-15-15-15
674,1500,Ponyta (Galarian),ponyta_galarian,2001-01-02,37.5-0-15-14,36.5-5-15-10,,31.5-15-15-15,-,3.00%,2.00%,-,-,-63.00%,B,37.5-0-15-14
675,1500,Poochyena,poochyena,2000-01-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
676,1500,Porygon,porygon,2017-01-02,37.5-0-13-15,35.5-5-14-13,,31-15-15-15,-,-24.00%,-22.00%,-,-,-22.00%,M,31-15-15-15
677,1500,Porygon (Shadow),porygon_shadow,2000-01-05,37.5-0-13-15,35.5-5-14-13,,31-15-15-15,-,1.00%,-49.00%,-,-,-39.00%,M,31-15-15-15
678,1500,Porygon-Z,porygon_z,2017-04-05,17-1-15-13,16.5-10-13-14,,16-15-15-15,-,-46.00%,-45.00%,-,-,-45.00%,M,16-15-15-15
679,1500,Porygon-Z (Shadow),porygon_z_shadow,2017-05-06,17-1-15-13,16.5-10-13-14,17-6-15-13,16-15-15-15,-,-46.00%,-45.00%,-,-,-45.00%,M,16-15-15-15
680,1500,Porygon2,porygon2,2017-03-04,21-0-12-15,21-4-9-10,17-6-15-13,19-15-15-15,-,-28.00%,-23.00%,-,-,-24.00%,M,19-15-15-15
681,1500,Porygon2 (Shadow),porygon2_shadow,2017-04-05,21-0-12-15,21-4-9-10,,19-15-15-15,-,-51.00%,-50.00%,-,-,-50.00%,M,19-15-15-15
682,1500,Primeape,primeape,2000-05-01,24.5-1-15-15,24.5-5-12-11,,22.5-15-15-15,-,0.00%,0.00%,-,-,12.00%,D,24.5-5-12-11
683,1500,Prinplup,prinplup,2000-03-02,38-0-15-14,37-4-11-15,,31.5-15-15-15,-,-1.00%,5.00%,-,-,1.00%,D,37-4-11-15
684,1500,Probopass,probopass,2001-03-04,28-0-15-15,27.5-4-7-15,,25-15-15-15,-,10.00%,5.00%,-,-,4.00%,B,28-0-15-15
685,1500,Probopass (Shadow),probopass_shadow,2001-03-04,28-0-15-15,27.5-4-7-15,,25-15-15-15,-,1.00%,2.00%,-,-,-18.00%,B,28-0-15-15
686,1500,Psyduck,psyduck,2000-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
687,1500,Psyduck (Shadow),psyduck_shadow,2000-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
688,1500,Pumpkaboo,pumpkaboo,2001-03-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
689,1500,Pupitar,pupitar,2000-02-01,35.5-0-14-14,35-4-15-7,,29.5-15-15-15,-,4.00%,4.00%,-,-,0.00%,B,35.5-0-14-14
690,1500,Pupitar (Shadow),pupitar_shadow,2000-02-01,35.5-0-14-14,35-4-15-7,,29.5-15-15-15,-,-14.00%,4.00%,-,-,0.00%,M,29.5-15-15-15
691,1500,Purrloin,purrloin,2001-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
692,1500,Purugly,purugly,2001-01-03,29.5-0-12-15,28.5-4-15-13,,26.5-15-15-15,-,8.00%,1.00%,-,-,31.00%,B,29.5-0-12-15
693,1500,Pyroar,pyroar,2000-02-03,20.5-0-15-10,20-5-15-10,,18.5-15-15-15,-,0.00%,3.00%,-,-,2.00%,D,20-5-15-10
694,1500,Pyroar (Female),pyroar_female,2000-02-03,20.5-0-15-10,20-5-15-10,,18.5-15-15-15,-,0.00%,3.00%,-,-,2.00%,D,20-5-15-10
695,1500,Quagsire,quagsire,2000-02-05,29-0-15-14,28.5-4-14-10,,26-15-15-15,-,1.00%,5.00%,-,-,2.00%,B,29-0-15-14
696,1500,Quagsire (Shadow),quagsire_shadow,2000-02-05,29-0-15-14,28.5-4-14-10,,26-15-15-15,-,-13.00%,-10.00%,-,-,-9.00%,M,26-15-15-15
697,1500,Quilava,quilava,2000-03-02,40-0-13-15,39-4-13-11,,33.5-15-15-15,-,-2.00%,2.00%,-,-,0.00%,M,33.5-15-15-15
698,1500,Quilladin,quilladin,2001-01-02,37.5-0-14-15,35.5-5-14-13,,31-15-15-15,-,23.00%,27.00%,-,-,1.00%,B,37.5-0-14-15
699,1500,Qwilfish,qwilfish,2000-02-05,28-0-12-14,27-4-14-15,,25.5-15-15-15,-,-8.00%,-5.00%,-,-,-5.00%,M,25.5-15-15-15
700,1500,Raichu,raichu,2003-05-04,26-0-15-14,25.5-5-13-13,,24-15-15-15,-,-49.00%,-41.00%,-,-,-41.00%,M,24-15-15-15
701,1500,Raichu (Alolan),raichu_alolan,2002-04-01,24.5-1-15-15,24.5-5-15-9,,22.5-15-15-15,-,-29.00%,-22.00%,-,-,-20.00%,M,22.5-15-15-15
702,1500,Raikou,raikou,2000-04-01,16-3-15-14,16-4-11-14,,15-15-15-15,-,-64.00%,-62.00%,-,-,-62.00%,M,15-15-15-15
703,1500,Raikou (Shadow),raikou_shadow,2000-05-02,16-3-15-14,16-4-11-14,,15-15-15-15,-,-49.00%,-47.00%,-,-,-47.00%,M,15-15-15-15
704,1500,Ralts,ralts,2001-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
705,1500,Ralts (Shadow),ralts_shadow,2001-01-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
706,1500,Rampardos,rampardos,2000-03-02,17-1-14-8,16-13-15-15,,15.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,15.5-15-15-15
707,1500,Rapidash,rapidash,2002-01-03,23-0-13-15,22-8-15-15,,21-15-15-15,-,-41.00%,-40.00%,-,-,-33.00%,M,21-15-15-15
708,1500,Rapidash (Galarian),rapidash_galarian,2001-01-03,23-0-13-15,22-8-15-15,,21-15-15-15,-,-29.00%,-26.00%,-,-,-25.00%,M,21-15-15-15
709,1500,Raticate,raticate,2001-03-04,36.5-0-14-15,34.5-5-13-15,,30.5-15-15-15,-,-8.00%,-5.00%,-,-,-5.00%,M,30.5-15-15-15
710,1500,Raticate (Alolan),raticate_alolan,2001-01-03,39-0-13-14,37-4-15-11,,31.5-15-15-15,-,2.00%,4.00%,-,-,0.00%,B,39-0-13-14
711,1500,Raticate (Shadow),raticate_shadow,2001-04-01,36.5-0-14-15,34.5-5-13-15,,30.5-15-15-15,-,0.00%,2.00%,-,-,1.00%,D,34.5-5-13-15
712,1500,Rattata,rattata,2000-01-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
713,1500,Rattata (Alolan),rattata_alolan,2000-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
714,1500,Rattata (Shadow),rattata_shadow,2000-01-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
715,1500,Rayquaza,rayquaza,2001-04-01,14.5-1-14-12,14-9-14-14,,13.5-15-15-15,-,0.00%,0.00%,-,-,19.00%,D,14-9-14-14
716,1500,Regice,regice,2001-01-02,18-2-15-15,18-4-9-14,,16.5-15-15-15,-,-14.00%,-10.00%,-,-,-9.00%,M,16.5-15-15-15
717,1500,Regigigas,regigigas,2000-02-03,12.5-4-15-15,12.5-6-14-13,,12-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,12-15-15-15
718,1500,Regirock,regirock,2000-02-01,18-2-15-15,18-4-9-14,,16.5-15-15-15,-,-27.00%,-23.00%,-,-,-23.00%,M,16.5-15-15-15
719,1500,Registeel,registeel,2000-01-02,23.5-2-13-14,23-6-11-13,,21-15-15-15,-,2.00%,7.00%,-,-,5.00%,B,23.5-2-13-14
720,1500,Relicanth,relicanth,2000-02-01,22.5-1-15-15,22.5-4-14-8,,20.5-15-15-15,-,-14.00%,-12.00%,-,-,-12.00%,M,20.5-15-15-15
721,1500,Remoraid,remoraid,2000-02-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
722,1500,Reshiram,reshiram,2000-01-03,13.5-5-15-14,13.5-8-11-13,,13-15-15-15,-,0.00%,2.00%,-,-,2.00%,D,13.5-8-11-13
723,1500,Reuniclus,reuniclus,2004-02-01,19-2-15-15,18.5-8-15-15,,17.5-15-15-15,-,-27.00%,-10.00%,-,-,-10.00%,M,17.5-15-15-15
724,1500,Rhydon,rhydon,2000-03-04,17.5-2-15-14,17-8-15-15,,16.5-15-15-15,-,1.00%,1.00%,-,-,0.00%,B,17.5-2-15-14
725,1500,Rhyhorn,rhyhorn,2000-03-02,41-0-13-15,38.5-5-14-13,,33.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,33.5-15-15-15
726,1500,Rhyperior,rhyperior,2000-02-06,15-0-14-14,15-4-14-5,,14-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,14-15-15-15
727,1500,Riolu,riolu,2000-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
728,1500,Roggenrola,roggenrola,2000-03-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
729,1500,Roselia,roselia,2000-03-02,31-0-13-15,30.5-4-15-9,,28-15-15-15,-,-14.00%,4.00%,-,-,-1.00%,M,28-15-15-15
730,1500,Roserade,roserade,2000-06-03,19-0-11-14,18.5-6-15-11,,17.5-15-15-15,-,-79.00%,-79.00%,-,-,-79.00%,M,17.5-15-15-15
731,1500,Rotom,rotom,2001-03-01,28-0-14-15,28-4-15-8,,25.5-15-15-15,-,3.00%,5.00%,-,-,2.00%,B,28-0-14-15
732,1500,Rotom (Fan),rotom_fan,2000-03-01,22-0-12-15,21-7-15-15,,20-15-15-15,-,2.00%,6.00%,-,-,-14.00%,B,22-0-12-15
733,1500,Rotom (Frost),rotom_frost,2001-03-01,22-0-12-15,21-7-15-15,,20-15-15-15,-,-10.00%,-6.00%,-,-,-6.00%,M,20-15-15-15
734,1500,Rotom (Heat),rotom_heat,2001-03-01,22-0-12-15,21-7-15-15,,20-15-15-15,-,-57.00%,-56.00%,-,-,-56.00%,M,20-15-15-15
735,1500,Rotom (Mow),rotom_mow,2001-03-01,22-0-12-15,21-7-15-15,,20-15-15-15,-,-13.00%,-10.00%,-,-,-8.00%,M,20-15-15-15
736,1500,Rotom (Wash),rotom_wash,2001-03-01,22-0-12-15,21-7-15-15,,20-15-15-15,-,-37.00%,-34.00%,-,-,-34.00%,M,20-15-15-15
737,1500,Rufflet,rufflet,2001-02-01,48-0-15-15,46-4-14-15,,40.5-15-15-15,-,-20.00%,-18.00%,-,-,-18.00%,M,40.5-15-15-15
738,1500,Runerigus,runerigus,2000-03-02,25.5-0-11-14,25-5-15-8,,23-15-15-15,-,2.00%,2.00%,-,-,-3.00%,B,25.5-0-11-14
739,1500,Sableye,sableye,2001-01-03,49.5-0-15-15,45.5-7-15-15,40-15-15-15,41-15-15-15,-28.00%,-30.00%,-28.00%,28.00%,0.00%,-28.00%,M,41-15-15-15
741,1500,Sableye (Shadow),sableye_shadow,2001-01-03,49.5-0-15-15,45.5-7-15-15,40-15-15-15,41-15-15-15,5.00%,-2.00%,5.00%,-2.00%,0.00%,2.00%,D,45.5-7-15-15
743,1500,Salamence,salamence,2001-04-02,15-0-10-14,14.5-4-14-15,,14-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,14-15-15-15
744,1500,Salamence (Shadow),salamence_shadow,2001-05-02,15-0-10-14,14.5-4-14-15,,14-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,14-15-15-15
745,1500,Samurott,samurott,2000-03-02,20-0-14-14,20-4-14-5,,18.5-15-15-15,-,-35.00%,-35.00%,-,-,-35.00%,M,18.5-15-15-15
746,1500,Sandile,sandile,2001-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
747,1500,Sandshrew,sandshrew,2000-03-05,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
748,1500,Sandshrew (Alolan),sandshrew_alolan,2001-03-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
749,1500,Sandshrew (Shadow),sandshrew_shadow,2000-03-05,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
750,1500,Sandslash,sandslash,2001-02-01,24-0-14-15,23.5-4-12-15,,22-15-15-15,-,2.00%,2.00%,-,-,-49.00%,B,24-0-14-15
751,1500,Sandslash (Alolan),sandslash_alolan,2001-04-02,23.5-0-14-14,23-5-12-14,,21.5-15-15-15,-,-3.00%,3.00%,-,-,2.00%,D,23-5-12-14
752,1500,Sandslash (Shadow),sandslash_shadow,2001-02-01,24-0-14-15,23.5-4-12-15,,22-15-15-15,-,-35.00%,-33.00%,-,-,-33.00%,M,22-15-15-15
753,1500,Sawk,sawk,2001-01-03,20-0-15-15,20-5-14-9,,18.5-15-15-15,-,-19.00%,-18.00%,-,-,-18.00%,M,18.5-15-15-15
754,1500,Sawsbuck,sawsbuck,2000-04-02,23.5-0-14-14,23-5-15-10,,21.5-15-15-15,-,0.00%,30.00%,-,-,28.00%,D,23-5-15-10
755,1500,Scatterbug,scatterbug,0-1-0,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
756,1500,Sceptile,sceptile,2000-05-03,20.5-0-12-15,19.5-9-15-15,,19-15-15-15,-,-19.00%,24.00%,-,-,22.00%,D,19.5-9-15-15
757,1500,Scizor,scizor,2000-03-01,18.5-1-15-15,18.5-4-11-14,,17.5-15-15-15,-,-4.00%,-2.00%,-,-,-2.00%,M,17.5-15-15-15
758,1500,Scizor (Shadow),scizor_shadow,2000-03-02,18.5-1-15-15,18.5-4-11-14,,17.5-15-15-15,-,-13.00%,-12.00%,-,-,-12.00%,M,17.5-15-15-15
759,1500,Scolipede,scolipede,2001-04-03,23-1-15-14,23-4-14-9,,21-15-15-15,-,-7.00%,-5.00%,-,-,-4.00%,M,21-15-15-15
760,1500,Scrafty,scrafty,2000-02-03,25.5-0-8-15,24.5-4-13-14,45.5-6-13-13,23-15-15-15,-,0.00%,7.00%,-,-,4.00%,D,24.5-4-13-14
761,1500,Scraggy,scraggy,2000-03-02,49.5-11-15-15,48-13-15-15,,47-15-15-15,-,-21.00%,-20.00%,-,-,-20.00%,M,47-15-15-15
762,1500,Scyther,scyther,2001-03-04,21-0-14-11,20.5-5-13-12,,19-15-15-15,-,1.00%,4.00%,-,-,3.00%,B,21-0-14-11
763,1500,Scyther (Shadow),scyther_shadow,2001-04-05,21-0-14-11,20.5-5-13-12,,19-15-15-15,-,-50.00%,-48.00%,-,-,-48.00%,M,19-15-15-15
764,1500,Seadra,seadra,2000-04-02,27-1-15-14,27-4-9-15,16.5-7-11-14,25-15-15-15,-,0.00%,2.00%,-,-,2.00%,D,27-4-9-15
765,1500,Seaking,seaking,2002-01-03,26.5-0-14-14,26.5-4-7-14,,24-15-15-15,-,-25.00%,-22.00%,-,-,-22.00%,M,24-15-15-15
766,1500,Sealeo,sealeo,2000-02-01,38-0-15-14,36.5-4-15-11,,31-15-15-15,-,3.00%,5.00%,-,-,2.00%,B,38-0-15-14
767,1500,Sealeo (Shadow),sealeo_shadow,2000-02-01,38-0-15-14,36.5-4-15-11,,31-15-15-15,-,1.00%,2.00%,-,-,-31.00%,B,38-0-15-14
768,1500,Seedot,seedot,2000-03-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
769,1500,Seedot (Shadow),seedot_shadow,2000-04-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
770,1500,Seel,seel,2002-02-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
771,1500,Seismitoad,seismitoad,2001-01-03,22-1-15-15,22-4-12-11,,20-15-15-15,-,1.00%,5.00%,-,-,4.00%,B,22-1-15-15
772,1500,Sentret,sentret,2000-03-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
773,1500,Serperior,serperior,2001-02-01,25.5-0-10-15,25-4-11-12,,23-15-15-15,-,-28.00%,-26.00%,-,-,-26.00%,M,23-15-15-15
774,1500,Servine,servine,2001-01-03,50-4-15-15,49.5-6-12-15,,43-15-15-15,-,-12.00%,-7.00%,-,-,-7.00%,M,43-15-15-15
775,1500,Seviper,seviper,2001-01-02,27-0-14-14,27-4-11-11,,24.5-15-15-15,-,-10.00%,-6.00%,-,-,-6.00%,M,24.5-15-15-15
776,1500,Sewaddle,sewaddle,2000-02-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
777,1500,Sharpedo,sharpedo,2001-01-03,25.5-0-15-15,25.5-4-13-12,,24-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,24-15-15-15
778,1500,Sharpedo (Shadow),sharpedo_shadow,2001-01-04,25.5-0-15-15,25.5-4-13-12,,24-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,24-15-15-15
779,1500,Shaymin (Land),shaymin_land,2008-02-01,17.5-0-10-13,17-4-12-13,,16-15-15-15,-,-26.00%,-24.00%,-,-,-24.00%,M,16-15-15-15
780,1500,Shaymin (Sky),shaymin_sky,2006-02-01,15.5-0-14-15,15-6-15-15,15-5-9-8,14.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,14.5-15-15-15
781,1500,Shedinja,shedinja,2001-03-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
782,1500,Shelgon,shelgon,2000-02-04,28-1-15-14,27.5-4-14-14,,25.5-15-15-15,-,0.00%,3.00%,-,-,2.00%,D,27.5-4-14-14
783,1500,Shelgon (Shadow),shelgon_shadow,2000-02-01,28-1-15-14,27.5-4-14-14,,25.5-15-15-15,-,0.00%,4.00%,-,-,2.00%,D,27.5-4-14-14
784,1500,Shellder,shellder,2000-02-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
785,1500,Shellder (Shadow),shellder_shadow,2000-03-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
786,1500,Shellos (East),shellos_east_sea,2016-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
787,1500,Shellos (West),shellos_west_sea,2016-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
788,1500,Shelmet,shelmet,2001-01-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
789,1500,Shieldon,shieldon,2000-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
790,1500,Shiftry,shiftry,2003-03-01,24.5-0-14-11,24-5-13-10,,22.5-15-15-15,-,-31.00%,-29.00%,-,-,-29.00%,M,22.5-15-15-15
791,1500,Shiftry (Shadow),shiftry_shadow,2003-04-01,24.5-0-14-11,24-5-13-10,,22.5-15-15-15,-,1.00%,1.00%,-,-,0.00%,B,24.5-0-14-11
792,1500,Shinx,shinx,2000-01-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
793,1500,Shroomish,shroomish,2000-02-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
794,1500,Shuckle,shuckle,2000-04-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
795,1500,Shuckle (Shadow),shuckle_shadow,2000-04-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
796,1500,Shuppet,shuppet,2001-02-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
797,1500,Shuppet (Shadow),shuppet_shadow,2001-03-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
798,1500,Sigilyph,sigilyph,2000-04-02,22-1-15-15,22-6-15-6,,20.5-15-15-15,-,-7.00%,0.00%,-,-,0.00%,M,20.5-15-15-15
799,1500,Silcoon,silcoon,0-1-0,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
800,1500,Simipour,simipour,2001-03-01,24-0-14-15,23.5-5-13-15,,22-15-15-15,-,-3.00%,5.00%,-,-,3.00%,D,23.5-5-13-15
801,1500,Simisage,simisage,2001-02-01,24-0-14-15,23.5-5-13-15,,22-15-15-15,-,-44.00%,-43.00%,-,-,-43.00%,M,22-15-15-15
802,1500,Simisear,simisear,2001-03-01,24-0-14-15,23.5-5-13-15,,22-15-15-15,-,-21.00%,-18.00%,-,-,-18.00%,M,22-15-15-15
803,1500,Sirfetch'd,sirfetchd,2000-03-04,18.5-2-15-15,18.5-6-11-13,15.5-7-12-6,17.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,17.5-15-15-15
804,1500,Skarmory,skarmory,2000-01-04,27.5-0-15-14,27-5-9-13,,24.5-15-15-15,-,-5.00%,-1.00%,-,-,3.00%,D,27-5-9-13
805,1500,Skarmory (Shadow),skarmory_shadow,2000-01-04,27.5-0-15-14,27-5-9-13,,24.5-15-15-15,-,-1.00%,6.00%,-,-,4.00%,D,27-5-9-13
806,1500,Skiddo,skiddo,2000-03-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
807,1500,Skiploom,skiploom,2000-03-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
808,1500,Skiploom (Shadow),skiploom_shadow,2000-04-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
809,1500,Skitty,skitty,2000-03-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
810,1500,Skorupi,skorupi,2000-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
811,1500,Skrelp,skrelp,2001-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
812,1500,Skuntank,skuntank,2001-01-04,24-0-15-15,23.5-4-15-13,,22-15-15-15,-,-4.00%,8.00%,-,-,2.00%,D,23.5-4-15-13
813,1500,Skuntank (Shadow),skuntank_shadow,2001-01-04,24-0-15-15,23.5-4-15-13,,22-15-15-15,-,-22.00%,-20.00%,-,-,-20.00%,M,22-15-15-15
814,1500,Slaking,slaking,2000-01-02,12.5-0-14-15,12.5-5-11-9,,11.5-15-15-15,-,-34.00%,-31.00%,-,-,33.00%,D,12.5-5-11-9
815,1500,Slakoth,slakoth,2000-01-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
816,1500,Sliggoo,sliggoo,2001-02-01,28-1-15-15,27-7-15-15,,25.5-15-15-15,-,-31.00%,-29.00%,-,-,-17.00%,M,25.5-15-15-15
817,1500,Slowbro,slowbro,2000-02-01,22.5-0-13-15,22-4-13-13,,20.5-15-15-15,-,-20.00%,-18.00%,-,-,-18.00%,M,20.5-15-15-15
818,1500,Slowbro (Shadow),slowbro_shadow,2000-03-02,22.5-0-13-15,22-4-13-13,,20.5-15-15-15,-,1.00%,1.00%,-,-,0.00%,B,22.5-0-13-15
819,1500,Slowking,slowking,2000-03-01,22.5-0-13-15,22-4-13-13,,20.5-15-15-15,-,-20.00%,-18.00%,-,-,-18.00%,M,20.5-15-15-15
