#,LeagueCP,Name,SpeciesID,Moves Set,BEST,DEFAULT,DEFAULT_XL,MAX,b2x,b2d,b2m,x2d,x2m,d2m,RESULT,IV
696,2500,美麗花 暗影化,bellossom_shadow,1-03-01,50-9-15-15,40-15-15-15,,47-15-15-15,-,10.00%,-6.00%,-,-,0.00%,M,47-15-15-15
697,2500,耿鬼,gengar,2-04-05,34.5-0-15-14,34-7-8-15,,30.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,30.5-15-15-15
698,2500,耿鬼 (Mega),gengar_mega,2-04-05,21-0-15-15,21-9-15-7,,20-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,20-15-15-15
699,2500,聒噪鳥,chatot,0-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
700,2500,肋骨海龜,carracosta,0-03-02,42-1-14-15,37-15-14-14,,36.5-15-15-15,-,2.00%,2.00%,-,-,0.00%,B,42-1-14-15
701,2500,肯泰羅,tauros,0-02-01,42-0-15-15,38.5-12-12-13,,36.5-15-15-15,-,3.00%,3.00%,-,-,0.00%,B,42-0-15-15
702,2500,胖丁,jigglypuff,0-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
703,2500,胖可丁,wigglytuff,0-04-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
704,2500,胖嘟嘟,jellicent,0-03-02,50-6-14-15,40-15-15-15,,45-15-15-15,-,8.00%,-2.00%,-,-,0.00%,M,45-15-15-15
705,2500,胖甜妮,slurpuff,0-02-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
706,2500,胖胖哈力,quilladin,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
707,2500,胡地,alakazam,1-02-07,30.5-0-14-15,30-7-13-10,,28.5-15-15-15,-,-19.00%,-19.00%,-,-,-4.00%,M,28.5-15-15-15
708,2500,胡地 暗影化,alakazam_shadow,1-02-07,30.5-0-14-15,30-7-13-10,,28.5-15-15-15,-,3.00%,3.00%,-,-,0.00%,B,30.5-0-14-15
709,2500,脫殼忍者,shedinja,1-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
710,2500,腕力,machop,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
711,2500,腕力 暗影化,machop_shadow,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
712,2500,自爆磁怪,magnezone,1-04-02,29-0-15-15,29-5-15-6,28-9-13-15,27-15-15-15,13.00%,13.00%,-9.00%,-9.00%,-8.00%,-8.00%,M,27-15-15-15
714,2500,自爆磁怪 暗影化,magnezone_shadow,1-04-03,29-0-15-15,29-5-15-6,28-9-13-15,27-15-15-15,-30.00%,-29.00%,-29.00%,-38.00%,-35.00%,-38.00%,M,27-15-15-15
716,2500,臭泥,grimer,2-04-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
717,2500,臭泥 暗影化,grimer_shadow,1-04-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
718,2500,臭泥 阿羅拉型態,grimer_alolan,2-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
719,2500,臭臭泥,muk,3-06-02,38.5-0-15-15,38-5-11-10,,33-15-15-15,-,-17.00%,-15.00%,-,-,-14.00%,M,33-15-15-15
720,2500,臭臭泥 暗影化,muk_shadow,2-02-06,38.5-0-15-15,38-5-11-10,,33-15-15-15,-,2.00%,4.00%,-,-,1.00%,B,38.5-0-15-15
721,2500,臭臭泥 阿羅拉型態,muk_alolan,2-02-03,38.5-0-15-15,38-5-11-10,,33-15-15-15,-,-10.00%,-7.00%,-,-,-6.00%,M,33-15-15-15
722,2500,臭臭花,gloom,1-04-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
723,2500,臭臭花 暗影化,gloom_shadow,1-04-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
724,2500,臭鼬噗,stunky,0-01-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
725,2500,臭鼬噗 暗影化,stunky_shadow,0-01-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
726,2500,舞天鵝,swanna,0-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
727,2500,艾姆利多,mesprit,0-02-01,31-1-15-15,30.5-7-8-13,,28.5-15-15-15,-,-7.00%,-5.00%,-,-,-5.00%,M,28.5-15-15-15
728,2500,艾路雷朵,gallade,1-01-02,30.5-0-12-15,29.5-9-11-12,,28-15-15-15,-,0.00%,0.00%,-,-,7.00%,D,29.5-9-11-12
729,2500,艾路雷朵 暗影化,gallade_shadow,1-01-03,30.5-0-12-15,29.5-9-11-12,,28-15-15-15,-,0.00%,1.00%,-,-,0.00%,M,28-15-15-15
730,2500,芭瓢蟲,ledyba,0-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
731,2500,花岩怪,spiritomb,1-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
732,2500,花椰猴,pansage,1-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
733,2500,花椰猿,simisage,1-01-02,49.5-3-15-15,40-15-15-15,,44.5-15-15-15,-,8.00%,2.00%,-,-,0.00%,B,49.5-3-15-15
734,2500,花潔夫人,florges,2-01-04,29-0-14-15,28-7-12-15,,27-15-15-15,-,-17.00%,-15.00%,-,-,-14.00%,M,27-15-15-15
735,2500,花葉蒂,floette,1-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
736,2500,花蓓蓓,flabebe,1-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
737,2500,芳香精,aromatisse,1-02-03,49.5-6-15-14,40-15-15-15,,45-15-15-15,-,9.00%,2.00%,-,-,0.00%,B,49.5-6-15-14
738,2500,茸茸羊,flaaffy,0-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
739,2500,茸茸羊 暗影化,flaaffy_shadow,0-01-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
740,2500,草苗龜,turtwig,0-01-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
741,2500,草苗龜 暗影化,turtwig_shadow,0-01-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
742,2500,菊石獸,omanyte,0-05-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
743,2500,菊石獸 暗影化,omanyte_shadow,0-05-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
744,2500,菊草葉,chikorita,1-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
745,2500,萊希拉姆,reshiram,0-01-03,23-1-13-12,22.5-5-12-14,,21.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,21.5-15-15-15
746,2500,萌芽鹿,sawsbuck,0-04-02,49.5-0-15-11,40-15-15-15,,42.5-15-15-15,-,11.00%,-5.00%,-,-,0.00%,M,42.5-15-15-15
747,2500,落雷獸,electrike,1-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
748,2500,葉伊布,leafeon,0-03-02,34-0-14-13,33-6-6-15,,29.5-15-15-15,-,0.00%,2.00%,-,-,-16.00%,M,29.5-15-15-15
749,2500,蓋歐卡,kyogre,0-03-04,22.5-1-14-13,22.5-5-14-6,,21-15-15-15,-,-20.00%,-20.00%,-,-,-20.00%,M,21-15-15-15
750,2500,蓋蓋蟲,karrablast,0-04-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
751,2500,蓋諾賽克特,genesect,0-03-02,27-10-12-12,26.5-10-13-15,,26-15-15-15,-,1.00%,1.00%,-,-,1.00%,B,27-10-12-12
752,2500,蓋諾賽克特 冰凍卡帶,genesect_chill,0-03-02,27-10-12-12,26.5-10-13-15,,26-15-15-15,-,1.00%,1.00%,-,-,1.00%,B,27-10-12-12
753,2500,蓋諾賽克特 水流卡帶,genesect_douse,0-03-02,27-10-12-12,26.5-10-13-15,,26-15-15-15,-,1.00%,1.00%,-,-,1.00%,B,27-10-12-12
754,2500,蓋諾賽克特 火焰卡帶,genesect_burn,0-03-02,27-10-12-12,26.5-10-13-15,,26-15-15-15,-,1.00%,1.00%,-,-,1.00%,B,27-10-12-12
755,2500,蓋諾賽克特 閃電卡帶,genesect_shock,0-02-01,27-10-12-12,26.5-10-13-15,,26-15-15-15,-,1.00%,1.00%,-,-,1.00%,B,27-10-12-12
756,2500,蓮帽小童,lombre,0-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
757,2500,蓮葉童子,lotad,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
758,2500,蔓藤怪,tangela,1-01-03,50-12-15-15,40-15-15-15,,49-15-15-15,-,60.00%,1.00%,-,-,0.00%,B,50-12-15-15
759,2500,蔥遊兵,sirfetchd,0-02-03,32.5-0-13-15,31.5-6-13-12,,29-15-15-15,-,1.00%,1.00%,-,-,0.00%,B,32.5-0-13-15
760,2500,藍蟾蜍,palpitoad,0-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
761,2500,藍鱷,croconaw,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
762,2500,藤藤蛇,snivy,1-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
763,2500,蘑蘑菇,shroomish,0-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
764,2500,蚊香君,poliwhirl,0-02-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
765,2500,蚊香君 暗影化,poliwhirl_shadow,0-03-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
766,2500,蚊香泳士,poliwrath,1-01-03,44-0-14-14,39-12-14-13,,37.5-15-15-15,-,2.00%,2.00%,-,-,-22.00%,B,44-0-14-14
767,2500,蚊香泳士 暗影化,poliwrath_shadow,1-01-04,44-0-14-14,39-12-14-13,,37.5-15-15-15,-,-10.00%,-9.00%,-,-,-8.00%,M,37.5-15-15-15
787,2500,蚊香蛙皇,politoed,1-5-2,48.5-0-15-14,40-15-15-15,47.5-2-15-14,41.5-15-15-15,33%,-12%,-13%,-11%,-13%,0%,M,41.5-15-15-15
789,2500,蚊香蛙皇 暗影化,politoed_shadow,1-5-2,48.5-0-15-14,40-15-15-15,47.5-2-15-14,41.5-15-15-15,-8%,-2%,-3%,-2%,-3%,0%,M,41.5-15-15-15
770,2500,蚊香蝌蚪,poliwag,0-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
771,2500,蚊香蝌蚪 暗影化,poliwag_shadow,0-01-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
772,2500,蛇紋熊,zigzagoon,0-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
773,2500,蛇紋熊 伽勒爾型態,zigzagoon_galarian,1-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
774,2500,蛋蛋,exeggcute,1-04-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
775,2500,蛋蛋 暗影化,exeggcute_shadow,1-04-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
776,2500,蜂女王,vespiquen,2-05-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
777,2500,蜈蚣王,scolipede,1-04-02,47.5-0-15-15,40-15-15-15,,41.5-15-15-15,-,3.00%,3.00%,-,-,0.00%,B,47.5-0-15-15
778,2500,蜥蜴王,sceptile,0-05-03,38-0-15-13,36-9-13-12,,33-15-15-15,-,-16.00%,17.00%,-,-,2.00%,D,36-9-13-12
779,2500,蜻蜻蜓,yanma,1-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
780,2500,螢光魚,finneon,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
781,2500,螺釘地鼠,drilbur,0-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
782,2500,蟲寶包,sewaddle,0-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
783,2500,蟾蜍王,seismitoad,1-01-03,44.5-0-15-12,40-12-13-12,,38-15-15-15,-,3.00%,3.00%,-,-,-18.00%,B,44.5-0-15-12
784,2500,袋獸,kangaskhan,1-05-04,44-0-15-13,38-13-15-15,,37.5-15-15-15,-,-1.00%,6.00%,-,-,0.00%,M,37.5-15-15-15
785,2500,裙兒小姐,lilligant,0-02-01,44.5-0-13-14,39.5-14-14-13,,38.5-15-15-15,-,0.00%,0.00%,-,-,3.00%,D,39.5-14-14-13
786,2500,角金魚,goldeen,0-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
787,2500,觸手百合,lileep,1-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
788,2500,詛咒娃娃,banette,1-03-04,50-6-15-15,40-15-15-15,,46.5-15-15-15,-,10.00%,0.00%,-,-,0.00%,M,46.5-15-15-15
789,2500,詛咒娃娃 暗影化,banette_shadow,1-03-04,50-6-15-15,40-15-15-15,,46.5-15-15-15,-,19.00%,2.00%,-,-,0.00%,B,50-6-15-15
790,2500,請假王,slaking,0-01-02,21-0-11-15,20.5-9-10-12,,19.5-15-15-15,-,-2.00%,-2.00%,-,-,2.00%,D,20.5-9-10-12
791,2500,謝米 天空型態,shaymin_sky,6-02-01,26-0-13-13,25-8-15-12,,24-15-15-15,-,-3.00%,-2.00%,-,-,3.00%,D,25-8-15-12
792,2500,謝米 陸上型態,shaymin_land,8-02-01,29-0-15-10,28.5-5-7-14,,26.5-15-15-15,-,0.00%,3.00%,-,-,2.00%,D,28.5-5-7-14
793,2500,護城龍,bastiodon,1-03-01,50-15-15-15,40-15-15-15,50-15-15-15,50-15-15-15,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,M,50-15-15-15
795,2500,變隱龍,kecleon,1-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
796,2500,豆豆鴿,pidove,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
797,2500,象徵鳥,sigilyph,0-02-04,44.5-0-13-15,39.5-13-14-14,,38.5-15-15-15,-,-8.00%,-8.00%,-,-,-8.00%,M,38.5-15-15-15
798,2500,象牙豬,mamoswine,1-02-04,28-0-15-13,27.5-8-15-5,27.5-6-14-10,26-15-15-15,-31.00%,-30.00%,-31.00%,-30.00%,-31.00%,30.00%,D,27.5-8-15-5
800,2500,豪力,machoke,0-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
801,2500,豪力 暗影化,machoke_shadow,0-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
802,2500,貓老大,persian,0-02-05,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
803,2500,貓老大 暗影化,persian_shadow,0-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
804,2500,貓老大 阿羅拉型態,persian_alolan,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
805,2500,貓頭夜鷹,noctowl,1-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
806,2500,貓鼬斬,zangoose,1-03-01,48-0-15-15,40-15-15-15,,42.5-15-15-15,-,-32.00%,-34.00%,-,-,0.00%,M,42.5-15-15-15
807,2500,負電拍拍,minun,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
808,2500,赤面龍,druddigon,1-01-03,38.5-0-15-15,37.5-6-12-12,,34-15-15-15,-,0.00%,-5.00%,-,-,0.00%,M,34-15-15-15
809,2500,赫拉克羅斯,heracross,0-01-03,30.5-0-14-13,29-9-14-14,,28-15-15-15,-,-16.00%,-15.00%,-,-,-15.00%,M,28-15-15-15
810,2500,走路草,oddish,1-03-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
811,2500,走路草 暗影化,oddish_shadow,1-03-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
812,2500,超夢,mewtwo,1-06-07,22-1-15-13,21.5-11-13-11,,20.5-15-15-15,-,-12.00%,-11.00%,-,-,12.00%,D,21.5-11-13-11
813,2500,超夢 暗影化,mewtwo_shadow,1-07-08,22-1-15-13,21.5-11-13-11,,20.5-15-15-15,-,-55.00%,-55.00%,-,-,55.00%,D,21.5-11-13-11
814,2500,超夢 裝甲型態,mewtwo_armored,0-04-01,29.5-1-15-15,29.5-5-5-13,,27-15-15-15,-,10.00%,2.00%,-,-,4.00%,B,29.5-1-15-15
815,2500,超甲狂犀,rhyperior,0-02-06,25-0-14-14,24.5-6-10-14,24.5-7-11-13,23-15-15-15,0.00%,0.00%,3.00%,2.00%,2.00%,0.00%,X,24.5-7-11-13
817,2500,超能妙喵 雄性,meowstic,0-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
818,2500,超能妙喵 雌性,meowstic_female,1-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
819,2500,超音波幼蟲,vibrava,0-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
820,2500,超音波幼蟲 暗影化,vibrava_shadow,0-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
821,2500,超音蝠,zubat,1-02-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
822,2500,超音蝠 暗影化,zubat_shadow,1-03-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
823,2500,路卡利歐,lucario,1-04-05,38.5-1-15-15,38.5-5-11-13,,34.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,34.5-15-15-15
824,2500,跳跳豬,spoink,1-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
825,2500,車輪毬,whirlipede,0-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
826,2500,輕飄飄,frillish,0-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
827,2500,迷你冰,vanillite,1-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
828,2500,迷你龍,dratini,0-01-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
829,2500,迷你龍 暗影化,dratini_shadow,0-01-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
830,2500,迷唇姐,jynx,0-01-04,43-1-15-15,40-13-12-13,,38.5-15-15-15,-,-19.00%,-19.00%,-,-,12.00%,D,40-13-12-13
831,2500,迷唇娃,smoochum,2-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
832,2500,過動猿,vigoroth,0-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
833,2500,達克萊伊,darkrai,1-01-03,24-10-13-13,24-10-12-12,,23-15-15-15,-,3.00%,3.00%,-,-,3.00%,B,24-10-13-13
834,2500,達摩狒狒 伽勒爾普通型態,darmanitan_galarian_standard,0-01-04,30-0-13-15,29-5-15-14,,28-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,28-15-15-15
835,2500,達摩狒狒 伽勒爾達摩型態,darmanitan_galarian_zen,0-01-04,23.5-0-15-14,23.5-7-11-10,,22-15-15-15,-,1.00%,1.00%,-,-,15.00%,B,23.5-0-15-14
836,2500,達摩狒狒 普通型態,darmanitan_standard,1-04-02,30-0-13-15,29-5-15-14,,28-15-15-15,-,-36.00%,-35.00%,-,-,-35.00%,M,28-15-15-15
837,2500,達摩狒狒 達摩型態,darmanitan_zen,0-04-03,25-0-14-13,24-10-13-14,,23-15-15-15,-,-15.00%,-13.00%,-,-,15.00%,D,24-10-13-14
838,2500,遠古巨蜓,yanmega,1-01-03,33-1-15-15,32-8-14-10,,29.5-15-15-15,-,0.00%,4.00%,-,-,1.00%,D,32-8-14-10
839,2500,酋雷姆,kyurem,0-03-01,26-1-13-15,25.5-6-15-9,25.5-6-15-9,24-15-15-15,0.00%,0.00%,4.00%,0.00%,9.00%,9.00%,D,25.5-6-15-9
841,2500,酋雷姆 焰白型態,kyurem_white,0-03-02,20-1-12-15,20-7-6-13,,19-15-15-15,-,0.00%,1.00%,-,-,1.00%,D,20-7-6-13
842,2500,酋雷姆 闇黑型態,kyurem_black,1-03-04,20-1-12-15,20-7-6-13,,19-15-15-15,-,-3.00%,-1.00%,-,-,3.00%,D,20-7-6-13
843,2500,酷豹,liepard,1-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
844,2500,醜醜魚,feebas,1-1-0,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
845,2500,野蠻鱸魚,basculin,1-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
846,2500,金屬怪,metang,0-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
847,2500,金屬怪 暗影化,metang_shadow,0-04-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
848,2500,金魚王,seaking,2-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
849,2500,鈴鐺響,chingling,0-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
850,2500,鉗尾蠍,skorupi,0-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
851,2500,銅鏡怪,bronzor,0-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
852,2500,鋼炮臂蝦,clawitzer,0-01-02,38-0-13-15,37-6-9-14,,33-15-15-15,-,0.00%,10.00%,-,-,9.00%,D,37-6-9-14
853,2500,鐮刀盔,kabutops,1-02-01,39-0-14-15,38.5-5-8-14,,34.5-15-15-15,-,-17.00%,-14.00%,-,-,-13.00%,M,34.5-15-15-15
854,2500,鐵啞鈴,beldum,0-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
855,2500,鐵啞鈴 暗影化,beldum_shadow,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
856,2500,鐵掌力士,hariyama,1-01-03,36-1-15-15,35-7-14-8,,31.5-15-15-15,-,7.00%,7.00%,-,-,0.00%,B,36-1-15-15
857,2500,鐵殼蛹,kakuna,0-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
858,2500,鐵殼蛹 暗影化,kakuna_shadow,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
859,2500,鐵炮魚,remoraid,0-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
860,2500,鐵甲蛹,metapod,0-1-0,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
861,2500,鐵臂槍蝦,clauncher,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
862,2500,鐵螯龍蝦,crawdaunt,0-03-02,46-0-15-15,40-15-15-15,,40.5-15-15-15,-,2.00%,2.00%,-,-,0.00%,B,46-0-15-15
863,2500,鐵蟻,durant,0-03-02,41-0-12-15,36.5-15-12-14,,35.5-15-15-15,-,-13.00%,-12.00%,-,-,12.00%,D,36.5-15-12-14
864,2500,鐵面忍者,ninjask,0-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
865,2500,鐵骨土人,gurdurr,1-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
866,2500,鑰圈兒,klefki,0-03-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
