count,Name,SpeciesID,BEST,DEFAULT,MAX,B2D,D2M,B2M,RESULT
919,佛烈托斯 暗影化,forretress_shadow,25.5-0-9-15,24.5-6-10-13,23-15-15-15,-28%,-26%,-28%,23-15-15-15
920,保母曼波,alomomola,27-0-15-11,25.5-8-15-9,24-15-15-15,-3%,12%,-3%,25.5-8-15-9
921,保母蟲,leavanny,22-0-13-14,22-5-11-6,20-15-15-15,-6%,20%,-6%,22-5-11-6
922,信使鳥,delibird,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
923,信使鳥 暗影化,delibird_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
924,修建老匠,conkeldurr,16.5-3-15-15,16.5-5-15-8,15.5-15-15-15,0%,0%,0%,15.5-15-15-15
925,倫琴貓,luxray,19.5-0-15-12,19-5-11-15,18-15-15-15,-55%,-54%,-55%,18-15-15-15
926,傑尼龜,squirtle,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
927,傑尼龜 暗影化,squirtle_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
928,催眠貘,drowzee,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
929,催眠貘 暗影化,drowzee_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
930,傲骨燕,taillow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
931,優雅貓,delcatty,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
932,克雷色利亞,cresselia,20-2-15-13,19.5-7-9-14,18-15-15-15,-12%,-7%,-12%,18-15-15-15
933,六尾,vulpix,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
934,六尾 暗影化,vulpix_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
935,六尾 阿羅拉型態,vulpix_alolan,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
936,冰伊布,glaceon,18-0-15-12,18-5-9-9,16.5-15-15-15,0%,35%,0%,18-5-9-9
937,冰鬼護,glalie,27.5-0-13-13,26.5-7-12-11,24.5-15-15-15,2%,-43%,2%,27.5-0-13-13
938,冷水猴,panpour,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
939,冷水猿,simipour,24-0-14-15,24-6-8-12,22-15-15-15,-3%,3%,-3%,24-6-8-12
940,凍原熊,beartic,18.5-0-15-12,18.5-6-6-12,17-15-15-15,0%,1%,0%,18.5-6-6-12
941,凱羅斯,pinsir,19-0-13-14,18.5-9-15-9,17.5-15-15-15,3%,43%,3%,19-0-13-14
942,凱羅斯 暗影化,pinsir_shadow,19-0-13-14,18.5-9-15-9,17.5-15-15-15,-15%,15%,-15%,18.5-9-15-9
943,凱西,abra,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
944,凱西 暗影化,abra_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
945,凱路迪歐 平常型態,keldeo_ordinary,15-0-15-15,14.5-12-15-10,14-15-15-15,-31%,17%,-31%,14.5-12-15-10
946,凱路迪歐 覺悟型態,keldeo_resolute,15-0-15-15,14.5-12-15-10,14-15-15-15,-31%,17%,-31%,14.5-12-15-10
947,利歐路,riolu,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
948,利牙魚,carvanha,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
949,利牙魚 暗影化,carvanha_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
950,刺尾蟲,wurmple,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
951,刺球仙人掌,cacnea,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
952,刺球仙人掌 暗影化,cacnea_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
953,刺甲貝,cloyster,22.5-0-13-13,21-12-15-14,20.5-15-15-15,-12%,-8%,-12%,20.5-15-15-15
954,刺龍王,kingdra,21.5-0-15-13,21-6-9-14,19.5-15-15-15,0%,2%,0%,21-6-9-14
955,劈斬司令,bisharp,19.5-1-15-15,19.5-5-7-15,18-15-15-15,-20%,-16%,-20%,18-15-15-15
956,力壯雞,combusken,39.5-0-15-14,37.5-6-13-13,33.5-15-15-15,-28%,-26%,-28%,33.5-15-15-15
957,功夫鼬,mienfoo,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
958,勇基拉,kadabra,27-2-15-14,26.5-11-13-11,25.5-15-15-15,-34%,34%,-34%,26.5-11-13-11
959,勇基拉 暗影化,kadabra_shadow,27-2-15-14,26.5-11-13-11,25.5-15-15-15,-13%,13%,-13%,26.5-11-13-11
960,勇士雄鷹,braviary,18-1-15-15,18-5-15-5,17-15-15-15,14%,-15%,14%,17-15-15-15
961,勒克貓,luxio,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
962,勾帕路翁,cobalion,18.5-3-14-14,18.5-6-5-15,17-15-15-15,-52%,54%,-52%,18.5-6-5-15
963,勾魂眼,sableye,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
964,勾魂眼 暗影化,sableye_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
965,化石盔,kabuto,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
966,化石翼龍,aerodactyl,20-1-15-15,20-5-15-6,18.5-15-15-15,4%,0%,4%,18.5-15-15-15
967,千針魚,qwilfish,28-0-12-14,27-6-11-15,25.5-15-15-15,2%,2%,2%,28-0-12-14
968,卡咪龜,wartortle,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
969,卡咪龜 暗影化,wartortle_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
970,卡拉卡拉,cubone,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
971,卡拉卡拉 暗影化,cubone_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
972,卡比獸,snorlax,17.5-1-15-14,17-5-13-15,16-15-15-15,-23%,9%,-23%,17-5-13-15
973,卡比獸 暗影化,snorlax_shadow,17.5-1-15-14,17-5-13-15,16-15-15-15,-60%,-59%,-60%,16-15-15-15
974,卡蒂狗,growlithe,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
975,卡蒂狗 暗影化,growlithe_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
976,原蓋海龜,tirtouga,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
977,叉字蝠,crobat,21.5-0-15-12,21.5-5-9-8,19.5-15-15-15,0%,0%,0%,19.5-15-15-15
978,叉字蝠 暗影化,crobat_shadow,21.5-0-15-12,21.5-5-9-8,19.5-15-15-15,0%,0%,0%,19.5-15-15-15
979,口呆花,weepinbell,40-2-15-15,35.5-14-15-14,35-15-15-15,1%,-32%,1%,40-2-15-15
980,口呆花 暗影化,weepinbell_shadow,40-2-15-15,35.5-14-15-14,35-15-15-15,-63%,-63%,-63%,35-15-15-15
981,古空棘魚,relicanth,22.5-1-15-15,22-7-10-13,20.5-15-15-15,-15%,-12%,-15%,20.5-15-15-15
982,可可多拉,aron,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
983,可多拉,lairon,28-0-14-15,27.5-6-10-12,25.5-15-15-15,1%,2%,1%,28-0-14-15
984,可達鴨,psyduck,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
985,可達鴨 暗影化,psyduck_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
986,吉利蛋,chansey,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
987,向尾喵,skitty,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
988,向日種子,sunkern,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
989,向日花怪,sunflora,26.5-0-15-15,26.5-5-10-10,24.5-15-15-15,-62%,-61%,-62%,24.5-15-15-15
990,君主蛇,serperior,25.5-0-10-15,24-7-14-15,23-15-15-15,-28%,-26%,-28%,23-15-15-15
991,吞食獸,swalot,29.5-0-14-14,28.5-7-13-9,26.5-15-15-15,4%,1%,4%,29.5-0-14-14
992,含羞苞,budew,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
993,吼吼鯨,wailmer,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
994,吼爆彈,loudred,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
995,吼鯨王,wailord,25-0-15-15,24-6-15-13,23-15-15-15,-6%,-4%,-6%,23-15-15-15
996,呆呆獸,slowpoke,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
997,呆呆王,slowking,22.5-0-13-15,22-7-12-8,20.5-15-15-15,-19%,-18%,-19%,20.5-15-15-15
998,呆殼獸,slowbro,22.5-0-13-15,22-7-12-8,20.5-15-15-15,-19%,-18%,-19%,20.5-15-15-15
999,呆火駝,numel,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1000,咕咕,hoothoot,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1001,咕咕鴿,tranquill,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1002,咕妞妞,whismur,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1003,咩利羊,mareep,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1004,咩利羊 暗影化,mareep_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1005,哈克龍,dragonair,34-1-15-15,33-5-14-12,29.5-15-15-15,2%,0%,2%,34-1-15-15
1006,哈克龍 暗影化,dragonair_shadow,34-1-15-15,33-5-14-12,29.5-15-15-15,0%,0%,0%,29.5-15-15-15
1007,哈約克,herdier,40-6-15-15,37.5-14-12-15,36-15-15-15,2%,1%,2%,40-6-15-15
1008,哎呀球菇,foongus,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1009,哥德寶寶,gothita,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1010,哥德小姐,gothitelle,23.5-0-15-15,22.5-9-12-15,21.5-15-15-15,-27%,-25%,-27%,21.5-15-15-15
1011,哥德小童,gothorita,40-5-15-15,37-12-15-12,35-15-15-15,-22%,-12%,-22%,35-15-15-15
1012,哥達鴨,golduck,23.5-0-10-14,23-5-10-10,21-15-15-15,2%,2%,2%,23.5-0-10-14
1013,哥達鴨 暗影化,golduck_shadow,23.5-0-10-14,23-5-10-10,21-15-15-15,-16%,-14%,-16%,21-15-15-15
1014,哭哭面具,yamask,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1015,喇叭芽,bellsprout,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1016,喇叭芽 暗影化,bellsprout_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1017,單卵細胞球,solosis,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1018,單首龍,deino,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1019,喵喵,meowth,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1020,喵喵 伽勒爾型態,meowth_galarian,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1021,喵喵 暗影化,meowth_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1022,喵喵 阿羅拉型態,meowth_alolan,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1023,喵頭目,perrserker,23.5-1-15-15,23.5-7-8-12,22-15-15-15,-27%,-26%,-27%,22-15-15-15
1024,嘎啦嘎啦,marowak,33.5-0-14-14,31-7-11-14,28.5-15-15-15,2%,-17%,2%,33.5-0-14-14
1025,嘎啦嘎啦 暗影化,marowak_shadow,33.5-0-14-14,31-7-11-14,28.5-15-15-15,0%,2%,0%,31-7-11-14
1026,嘎啦嘎啦 阿羅拉型態,marowak_alolan,33.5-0-14-14,31-7-11-14,28.5-15-15-15,-56%,-55%,-56%,28.5-15-15-15
1027,嘟嘟,doduo,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1028,嘟嘟利,dodrio,24-0-12-15,23-9-15-11,22-15-15-15,1%,0%,1%,24-0-12-15
1029,噗噗豬,grumpig,24-1-14-15,23.5-5-14-11,22-15-15-15,-46%,-45%,-46%,22-15-15-15
1030,噴嚏熊,cubchoo,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1031,噴火駝,camerupt,26-0-14-13,25.5-6-9-14,23.5-15-15-15,-9%,2%,-9%,25.5-6-9-14
1032,噴火龍,charizard,19.5-0-15-13,19.5-6-8-10,18-15-15-15,-36%,36%,-36%,19.5-6-8-10
1033,噴火龍 (Mega X),charizard_mega_x,14.5-0-11-15,14-6-15-13,13.5-15-15-15,-54%,-53%,-54%,13.5-15-15-15
1034,噴火龍 (Mega Y),charizard_mega_y,12.5-0-13-11,12-7-15-13,11.5-15-15-15,1%,0%,1%,12.5-0-13-11
1035,噴火龍 暗影化,charizard_shadow,19.5-0-15-13,19.5-6-8-10,18-15-15-15,-22%,22%,-22%,19.5-6-8-10
1036,四季鹿,deerling,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1037,四季鹿 冬天型態,deerling_winter,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1038,四季鹿 夏天型態,deerling_summer,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1039,四季鹿 春天型態,deerling_spring,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1040,四季鹿 秋天型態,deerling_autumn,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1041,固拉多,groudon,13.5-1-14-13,13-11-15-12,12.5-15-15-15,-17%,17%,-17%,13-11-15-12
1042,圈圈熊,ursaring,19-0-14-15,19-6-7-14,17.5-15-15-15,-55%,55%,-55%,19-6-7-14
1043,圓法師,kricketot,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1044,圓絲蛛,spinarak,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1045,圓蝌蚪,tympole,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1046,圓陸鯊,gible,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1047,圖圖犬,smeargle,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1048,土台龜,torterra,19.5-0-11-13,19-6-11-9,17.5-15-15-15,0%,10%,0%,19-6-11-9
1049,土台龜 暗影化,torterra_shadow,19.5-0-11-13,19-6-11-9,17.5-15-15-15,0%,1%,0%,19-6-11-9
1050,土地雲 化身型態,landorus_incarnate,15.5-1-15-12,15-8-15-13,14.5-15-15-15,2%,2%,2%,15.5-1-15-12
1051,土地雲 靈獸型態,landorus_therian,14-2-15-14,13.5-13-14-13,13-15-15-15,-70%,70%,-70%,13.5-13-14-13
1052,土居忍士,nincada,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1053,土狼犬,poochyena,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1054,土龍弟弟,dunsparce,40-0-14-12,36-7-13-15,32-15-15-15,1%,3%,1%,40-0-14-12
1055,地幔岩,boldore,28-0-15-15,28-5-12-9,25.5-15-15-15,0%,4%,0%,28-5-12-9
1056,地鼠,diglett,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1057,地鼠 阿羅拉型態,diglett_alolan,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1058,坦克臭鼬,skuntank,24-0-15-15,23.5-6-13-11,22-15-15-15,6%,5%,6%,22-15-15-15
1059,坦克臭鼬 暗影化,skuntank_shadow,24-0-15-15,23.5-6-13-11,22-15-15-15,-22%,-20%,-22%,22-15-15-15
1060,基拉祈,jirachi,16.5-10-15-13,16.5-12-12-10,16-15-15-15,-14%,14%,-14%,16.5-12-12-10
1061,堅果啞鈴,ferrothorn,25-0-13-13,23.5-10-15-11,22.5-15-15-15,-17%,17%,-17%,23.5-10-15-11
1062,堵攔熊,obstagoon,21.5-0-14-15,21-5-10-15,19.5-15-15-15,0%,0%,0%,19.5-15-15-15
1063,墨海馬,horsea,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1064,壺壺,shuckle,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1065,壺壺 暗影化,shuckle_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1066,多刺菊石獸,omastar,20.5-0-9-15,20-8-10-9,18.5-15-15-15,-46%,46%,-46%,20-8-10-9
1067,多刺菊石獸 暗影化,omastar_shadow,20.5-0-9-15,20-8-10-9,18.5-15-15-15,-33%,33%,-33%,20-8-10-9
1068,多多冰,vanillish,40-5-15-15,37.5-12-15-13,36-15-15-15,20%,2%,20%,40-5-15-15
1069,多邊獸,porygon,37.5-0-13-15,34.5-6-15-13,31-15-15-15,-23%,-22%,-23%,31-15-15-15
1070,多邊獸 暗影化,porygon_shadow,37.5-0-13-15,34.5-6-15-13,31-15-15-15,-46%,-39%,-46%,31-15-15-15
1071,多邊獸Ⅱ,porygon2,21-0-12-15,20.5-6-13-9,19-15-15-15,-60%,-60%,-60%,19-15-15-15
1072,多邊獸Ⅱ 暗影化,porygon2_shadow,21-0-12-15,20.5-6-13-9,19-15-15-15,-22%,-21%,-22%,19-15-15-15
1073,多邊獸Ｚ,porygon_z,17-1-15-13,16.5-11-11-15,16-15-15-15,-46%,46%,-46%,16.5-11-11-15
1074,多邊獸Ｚ 暗影化,porygon_z_shadow,17-1-15-13,16.5-11-11-15,16-15-15-15,-46%,46%,-46%,16.5-11-11-15
1075,夜巡靈,duskull,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1076,夜巡靈 暗影化,duskull_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1077,夢夢蝕,musharna,21-0-12-15,20.5-5-11-13,19-15-15-15,-13%,-9%,-13%,19-15-15-15
1078,夢妖,misdreavus,29.5-1-15-15,28-9-15-15,27-15-15-15,-18%,-17%,-18%,27-15-15-15
1079,夢妖 暗影化,misdreavus_shadow,29.5-1-15-15,28-9-15-15,27-15-15-15,9%,0%,9%,29.5-1-15-15
1080,夢妖魔,mismagius,21.5-0-15-15,21.5-6-15-5,20-15-15-15,-1%,0%,-1%,20-15-15-15
1081,夢妖魔 暗影化,mismagius_shadow,21.5-0-15-15,21.5-6-15-5,20-15-15-15,0%,2%,0%,21.5-6-15-5
1082,夢幻,mew,16.5-10-15-13,16.5-12-12-10,16-15-15-15,-16%,16%,-16%,16.5-12-12-10
1083,夢歌仙人掌,cacturne,24.5-0-14-15,24-6-14-10,22.5-15-15-15,-6%,-5%,-6%,22.5-15-15-15
1084,夢歌仙人掌 暗影化,cacturne_shadow,24.5-0-14-15,24-6-14-10,22.5-15-15-15,2%,0%,2%,24.5-0-14-15
1085,大劍鬼,samurott,20-0-14-14,19.5-5-12-13,18.5-15-15-15,-36%,-35%,-36%,18.5-15-15-15
1086,大力鱷,feraligatr,20-0-11-13,19.5-6-15-6,18-15-15-15,2%,-32%,2%,20-0-11-13
1087,大嘴娃,mawile,40-1-15-15,39-6-14-10,34-15-15-15,1%,0%,1%,40-1-15-15
1088,大嘴娃 暗影化,mawile_shadow,40-1-15-15,39-6-14-10,34-15-15-15,0%,-4%,0%,34-15-15-15
1089,大嘴蝠,golbat,29-0-15-15,28-8-13-12,26.5-15-15-15,1%,-31%,1%,26.5-15-15-15
1090,大嘴蝠 暗影化,golbat_shadow,29-0-15-15,28-8-13-12,26.5-15-15-15,-19%,24%,-19%,28-8-13-12
1091,大嘴雀,fearow,28.5-0-15-14,28.5-6-8-11,26-15-15-15,0%,0%,0%,26-15-15-15
1092,大嘴鷗,pelipper,27-0-12-15,26-8-13-11,24.5-15-15-15,-27%,-27%,-27%,24.5-15-15-15
1093,大奶罐,miltank,24.5-0-14-14,24-5-15-6,22-15-15-15,3%,-25%,3%,24.5-0-14-14
1094,大宇怪,beheeyem,20.5-0-14-13,20-7-10-14,19-15-15-15,4%,0%,4%,19-15-15-15
1095,大尾狸,bibarel,33.5-0-14-13,31-8-11-14,28.5-15-15-15,-40%,-38%,-40%,28.5-15-15-15
1096,大尾立,furret,35.5-1-15-14,34.5-6-11-12,29.5-15-15-15,34%,33%,34%,35.5-1-15-14
1097,大岩蛇,onix,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1098,大朝北鼻,probopass,28-0-15-15,27.5-5-14-9,25-15-15-15,5%,2%,5%,28-0-15-15
1099,大比鳥,pidgeot,27-0-14-14,25.5-9-14-15,24.5-15-15-15,0%,-7%,0%,24.5-15-15-15
1100,大比鳥 (Mega),pidgeot_mega,15-1-15-14,14.5-10-14-14,14-15-15-15,-9%,5%,-9%,14.5-10-14-14
1101,大牙狸,bidoof,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1102,大狼犬,mightyena,30-0-12-14,28-10-14-15,27-15-15-15,1%,0%,1%,30-0-12-14
1103,大王燕,swellow,29.5-0-15-15,28.5-7-15-13,27-15-15-15,1%,0%,1%,29.5-0-15-15
1104,大竺葵,meganium,24-0-10-15,23-7-9-15,21.5-15-15-15,1%,-11%,1%,24-0-10-15
1105,大舌舔,lickilicky,23.5-0-15-10,22-9-15-14,21-15-15-15,-12%,-8%,-12%,21-15-15-15
1106,大舌貝,shellder,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1107,大舌頭,lickitung,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1108,大蔥鴨,farfetchd,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1109,大蔥鴨 伽勒爾型態,farfetchd_galarian,38-0-15-15,36.5-5-15-12,32.5-15-15-15,2%,-52%,2%,38-0-15-15
1110,大針蜂,beedrill,32.5-0-13-14,30.5-6-11-15,28-15-15-15,-46%,-44%,-46%,28-15-15-15
1111,大針蜂 (Mega),beedrill_mega,16.5-0-11-15,16-6-13-14,15.5-15-15-15,-2%,-1%,-2%,15.5-15-15-15
1112,大針蜂 暗影化,beedrill_shadow,32.5-0-13-14,30.5-6-11-15,28-15-15-15,1%,-26%,1%,32.5-0-13-14
1113,大鉗蟹,krabby,40-7-15-15,39-12-12-15,37-15-15-15,2%,0%,2%,40-7-15-15
1114,大鋼蛇,steelix,24-0-14-15,22.5-10-15-14,21.5-15-15-15,-1%,-59%,-1%,21.5-15-15-15
1115,大顎蟻,trapinch,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1116,大顎蟻 暗影化,trapinch_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1117,大食花,victreebel,23-1-15-15,22.5-9-11-15,21.5-15-15-15,0%,2%,0%,22.5-9-11-15
1118,大食花 暗影化,victreebel_shadow,23-1-15-15,22.5-9-11-15,21.5-15-15-15,0%,0%,0%,21.5-15-15-15
1119,天然雀,natu,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1120,天然鳥,xatu,26-0-13-15,25.5-8-9-12,24-15-15-15,2%,-5%,2%,26-0-13-15
1121,天秤偶,baltoy,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1122,天蠍,gligar,33-0-15-12,31-6-15-9,28-15-15-15,4%,3%,4%,33-0-15-12
1123,天蠍 暗影化,gligar_shadow,33-0-15-12,31-6-15-9,28-15-15-15,3%,0%,3%,33-0-15-12
1124,天蠍王,gliscor,21-1-15-14,20.5-7-13-11,19.5-15-15-15,-14%,-13%,-14%,19.5-15-15-15
1125,天蠍王 暗影化,gliscor_shadow,21-1-15-14,20.5-7-13-11,19.5-15-15-15,3%,1%,3%,21-1-15-14
1126,太古盔甲,armaldo,20-0-9-15,19-11-13-12,18-15-15-15,-48%,48%,-48%,19-11-13-12
1127,太古羽蟲,anorith,40-11-15-15,39-14-14-15,38.5-15-15-15,0%,0%,0%,38.5-15-15-15
1128,太陽伊布,espeon,17.5-0-15-15,17.5-7-7-13,16.5-15-15-15,0%,1%,0%,17.5-7-7-13
1129,太陽岩,solrock,24.5-0-15-14,24-5-13-10,22.5-15-15-15,-23%,-21%,-23%,22.5-15-15-15
1130,太陽珊瑚,corsola,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1131,奇諾栗鼠,cinccino,25-2-15-14,25-5-10-13,23-15-15-15,0%,0%,0%,23-15-15-15
1132,奇魯莉安,kirlia,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1133,奇魯莉安 暗影化,kirlia_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1134,妙蛙種子,bulbasaur,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1135,妙蛙種子 暗影化,bulbasaur_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1136,妙蛙花,venusaur,21-0-14-11,20.5-6-14-8,19-15-15-15,-6%,-3%,-6%,19-15-15-15
1137,妙蛙花 (Mega),venusaur_mega,15-1-15-15,15-7-6-12,14-15-15-15,2%,2%,2%,15-1-15-15
1138,妙蛙花 暗影化,venusaur_shadow,21-0-14-11,20.5-6-14-8,19-15-15-15,-53%,-53%,-53%,19-15-15-15
1139,妙蛙草,ivysaur,38.5-0-13-14,35.5-6-13-15,31.5-15-15-15,-12%,-7%,-12%,31.5-15-15-15
1140,妙蛙草 暗影化,ivysaur_shadow,38.5-0-13-14,35.5-6-13-15,31.5-15-15-15,-54%,-53%,-54%,31.5-15-15-15
1141,姆克兒,starly,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1142,姆克鳥,staravia,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1143,姆克鷹,staraptor,20-0-13-13,19-12-14-12,18.5-15-15-15,10%,7%,10%,20-0-13-13
1144,始祖大鳥,archeops,16.5-1-15-15,16.5-8-9-14,15.5-15-15-15,-27%,27%,-27%,16.5-8-9-14
1145,始祖小鳥,archen,31-0-15-15,32-5-10-10,28.5-15-15-15,-21%,-19%,-21%,28.5-15-15-15
1146,安瓢蟲,ledian,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1147,寶包繭,swadloon,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
